PID,B(Lat),L(Long),H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
420,0,0,10.397,-759.029,-290.273,0,0,0,0
421,0,0,10.412,-759.211,-290.017,0,0,0,0
422,0,0,10.434,-759.395,-289.767,0,0,0,0
423,0,0,10.422,-759.534,-289.527,0,0,0,0
424,0,0,10.435,-759.73,-289.259,0,0,0,0
425,0,0,10.425,-759.892,-288.994,0,0,0,0
426,0,0,10.417,-760.05,-288.738,0,0,0,0
427,0,0,10.424,-760.193,-288.505,0,0,0,0
428,0,0,10.422,-760.357,-288.229,0,0,0,0
429,0,0,10.408,-760.514,-287.991,0,0,0,0
430,0,0,10.422,-760.662,-287.75,0,0,0,0
431,0,0,10.431,-760.805,-287.485,0,0,0,0
432,0,0,10.454,-761.516,-286.25,0,0,0,0
433,0,0,10.415,-761.669,-285.952,0,0,0,0
434,0,0,10.437,-761.814,-285.716,0,0,0,0
435,0,0,10.441,-761.949,-285.413,0,0,0,0
436,0,0,10.44,-762.055,-285.158,0,0,0,0
437,0,0,10.429,-762.177,-284.904,0,0,0,0
438,0,0,10.425,-762.289,-284.638,0,0,0,0
439,0,0,10.411,-762.399,-284.355,0,0,0,0
440,0,0,10.409,-762.723,-283.607,0,0,0,0
441,0,0,10.413,-762.834,-283.335,0,0,0,0
442,0,0,10.423,-762.962,-283.041,0,0,0,0
443,0,0,10.418,-763.073,-282.78,0,0,0,0
444,0,0,10.41,-763.151,-282.55,0,0,0,0
445,0,0,10.409,-763.259,-282.285,0,0,0,0
446,0,0,10.421,-763.367,-282.011,0,0,0,0
447,0,0,10.435,-763.46,-281.781,0,0,0,0
448,0,0,10.439,-763.573,-281.489,0,0,0,0
449,0,0,10.434,-763.659,-281.23,0,0,0,0
450,0,0,10.425,-763.763,-280.991,0,0,0,0
451,0,0,10.423,-763.873,-280.701,0,0,0,0
452,0,0,10.43,-763.985,-280.405,0,0,0,0
453,0,0,10.431,-764.071,-280.165,0,0,0,0
454,0,0,10.432,-764.156,-279.923,0,0,0,0
455,0,0,10.439,-764.25,-279.66,0,0,0,0
456,0,0,10.436,-764.338,-279.414,0,0,0,0
457,0,0,10.439,-764.444,-279.106,0,0,0,0
458,0,0,10.437,-764.515,-278.872,0,0,0,0
459,0,0,10.434,-764.591,-278.604,0,0,0,0
460,0,0,10.444,-764.657,-278.352,0,0,0,0
461,0,0,10.453,-764.713,-278.09,0,0,0,0
462,0,0,10.426,-764.783,-277.837,0,0,0,0
463,0,0,10.425,-764.851,-277.552,0,0,0,0
464,0,0,10.435,-764.915,-277.277,0,0,0,0
465,0,0,10.442,-764.971,-277.03,0,0,0,0
466,0,0,10.425,-765.017,-276.741,0,0,0,0
467,0,0,10.435,-765.088,-276.477,0,0,0,0
468,0,0,10.436,-765.135,-276.197,0,0,0,0
469,0,0,10.435,-765.199,-275.93,0,0,0,0
470,0,0,10.45,-765.264,-275.657,0,0,0,0
471,0,0,10.437,-765.303,-275.416,0,0,0,0
472,0,0,10.445,-765.338,-275.144,0,0,0,0
473,0,0,10.437,-765.39,-274.872,0,0,0,0
474,0,0,10.435,-765.42,-274.644,0,0,0,0
475,0,0,10.434,-765.467,-274.349,0,0,0,0
476,0,0,10.434,-765.486,-274.09,0,0,0,0
477,0,0,10.436,-765.528,-273.839,0,0,0,0
478,0,0,10.442,-765.632,-273.033,0,0,0,0
479,0,0,10.437,-765.659,-272.792,0,0,0,0
480,0,0,10.437,-765.704,-272.522,0,0,0,0
481,0,0,10.434,-765.741,-272.265,0,0,0,0
482,0,0,10.443,-765.776,-272.019,0,0,0,0
483,0,0,10.453,-765.808,-271.758,0,0,0,0
484,0,0,10.457,-765.949,-270.497,0,0,0,0
485,0,0,10.453,-765.983,-270.192,0,0,0,0
486,0,0,10.441,-766.021,-269.948,0,0,0,0
487,0,0,10.445,-766.056,-269.654,0,0,0,0
488,0,0,10.45,-766.08,-269.412,0,0,0,0
489,0,0,10.457,-766.114,-269.187,0,0,0,0
490,0,0,10.463,-766.121,-268.968,0,0,0,0
491,0,0,10.461,-766.136,-268.689,0,0,0,0
492,0,0,10.46,-766.166,-268.442,0,0,0,0
493,0,0,10.462,-766.189,-268.197,0,0,0,0
494,0,0,10.452,-766.208,-267.95,0,0,0,0
495,0,0,10.467,-766.232,-267.707,0,0,0,0
496,0,0,10.468,-766.264,-267.421,0,0,0,0
497,0,0,10.462,-766.279,-267.189,0,0,0,0
498,0,0,10.449,-766.3,-266.949,0,0,0,0
499,0,0,10.455,-766.329,-266.671,0,0,0,0
500,0,0,10.463,-766.352,-266.43,0,0,0,0
501,0,0,10.456,-766.365,-266.14,0,0,0,0
502,0,0,10.449,-766.391,-265.901,0,0,0,0
503,0,0,10.45,-766.409,-265.685,0,0,0,0
504,0,0,10.449,-766.426,-265.44,0,0,0,0
505,0,0,10.443,-766.443,-265.172,0,0,0,0
506,0,0,10.441,-766.452,-264.955,0,0,0,0
507,0,0,10.433,-766.47,-264.71,0,0,0,0
508,0,0,10.428,-766.491,-264.436,0,0,0,0
509,0,0,10.435,-766.49,-264.197,0,0,0,0
510,0,0,10.455,-766.511,-263.95,0,0,0,0
511,0,0,10.455,-766.512,-263.702,0,0,0,0
512,0,0,10.446,-766.518,-263.442,0,0,0,0
513,0,0,10.447,-766.518,-263.165,0,0,0,0
514,0,0,10.443,-766.542,-262.906,0,0,0,0
515,0,0,10.441,-766.543,-262.715,0,0,0,0
516,0,0,10.436,-766.547,-262.449,0,0,0,0
517,0,0,10.444,-766.539,-262.25,0,0,0,0
518,0,0,10.445,-766.592,-260.33,0,0,0,0
519,0,0,10.448,-766.599,-260.069,0,0,0,0
520,0,0,10.452,-766.606,-259.829,0,0,0,0
521,0,0,10.455,-766.614,-259.578,0,0,0,0
522,0,0,10.452,-766.62,-259.363,0,0,0,0
523,0,0,10.442,-766.625,-259.111,0,0,0,0
524,0,0,10.443,-766.619,-258.875,0,0,0,0
525,0,0,10.451,-766.621,-258.618,0,0,0,0
526,0,0,10.457,-766.631,-258.433,0,0,0,0
527,0,0,10.445,-766.637,-258.181,0,0,0,0
528,0,0,10.446,-766.64,-257.988,0,0,0,0
529,0,0,10.442,-766.649,-257.737,0,0,0,0
530,0,0,10.442,-766.649,-257.495,0,0,0,0
531,0,0,10.438,-766.662,-257.273,0,0,0,0
532,0,0,10.437,-766.673,-257.02,0,0,0,0
533,0,0,10.443,-766.67,-256.808,0,0,0,0
534,0,0,10.44,-766.672,-256.573,0,0,0,0
535,0,0,10.443,-766.681,-256.284,0,0,0,0
536,0,0,10.448,-766.684,-256.077,0,0,0,0
537,0,0,10.459,-766.693,-255.849,0,0,0,0
538,0,0,10.453,-766.691,-255.621,0,0,0,0
539,0,0,10.447,-766.69,-255.435,0,0,0,0
540,0,0,10.439,-766.698,-255.161,0,0,0,0
541,0,0,10.435,-766.711,-254.93,0,0,0,0
542,0,0,10.436,-766.71,-254.73,0,0,0,0
543,0,0,10.441,-766.708,-254.5,0,0,0,0
544,0,0,10.439,-766.715,-254.293,0,0,0,0
545,0,0,10.433,-766.719,-254.043,0,0,0,0
546,0,0,10.433,-766.729,-253.848,0,0,0,0
547,0,0,10.44,-766.746,-253.58,0,0,0,0
548,0,0,10.435,-766.746,-253.357,0,0,0,0
549,0,0,10.435,-766.751,-253.113,0,0,0,0
550,0,0,10.434,-766.746,-252.877,0,0,0,0
551,0,0,10.437,-766.745,-252.649,0,0,0,0
552,0,0,10.439,-766.751,-252.458,0,0,0,0
553,0,0,10.44,-766.755,-252.202,0,0,0,0
554,0,0,10.438,-766.764,-251.962,0,0,0,0
555,0,0,10.427,-766.778,-251.746,0,0,0,0
556,0,0,10.426,-766.782,-251.528,0,0,0,0
557,0,0,10.429,-766.788,-251.304,0,0,0,0
558,0,0,10.423,-766.789,-251.067,0,0,0,0
559,0,0,10.424,-766.788,-250.875,0,0,0,0
560,0,0,10.433,-766.791,-250.643,0,0,0,0
561,0,0,10.44,-766.791,-250.429,0,0,0,0
562,0,0,10.445,-766.802,-250.192,0,0,0,0
563,0,0,10.438,-766.806,-249.994,0,0,0,0
564,0,0,10.442,-766.81,-249.746,0,0,0,0
565,0,0,10.452,-766.813,-249.514,0,0,0,0
566,0,0,10.438,-766.813,-249.313,0,0,0,0
567,0,0,10.428,-766.821,-249.072,0,0,0,0
568,0,0,10.43,-766.827,-248.869,0,0,0,0
569,0,0,10.438,-766.834,-248.667,0,0,0,0
570,0,0,10.442,-766.843,-248.435,0,0,0,0
571,0,0,10.454,-766.843,-248.191,0,0,0,0
572,0,0,10.457,-766.841,-248.031,0,0,0,0
573,0,0,10.451,-766.835,-247.763,0,0,0,0
574,0,0,10.439,-766.842,-247.541,0,0,0,0
575,0,0,10.446,-766.846,-247.348,0,0,0,0
576,0,0,10.449,-766.846,-247.133,0,0,0,0
577,0,0,10.459,-766.849,-246.896,0,0,0,0
578,0,0,10.458,-766.847,-246.671,0,0,0,0
579,0,0,10.457,-766.865,-246.457,0,0,0,0
580,0,0,10.457,-766.861,-246.252,0,0,0,0
581,0,0,10.454,-766.866,-246.043,0,0,0,0
582,0,0,10.457,-766.868,-245.822,0,0,0,0
583,0,0,10.454,-766.865,-245.606,0,0,0,0
584,0,0,10.443,-766.86,-245.385,0,0,0,0
585,0,0,10.437,-766.853,-245.208,0,0,0,0
586,0,0,10.442,-766.848,-244.981,0,0,0,0
587,0,0,10.453,-766.848,-244.77,0,0,0,0
588,0,0,10.456,-766.851,-244.548,0,0,0,0
589,0,0,10.447,-766.853,-244.336,0,0,0,0
590,0,0,10.446,-766.86,-244.128,0,0,0,0
591,0,0,10.45,-766.859,-243.91,0,0,0,0
592,0,0,10.451,-766.865,-243.674,0,0,0,0
